frame_id,character,source_bbox_xyxy,visible_pixel_bbox_xyxy,detected_row,horizontal_order,tentative_pose_label,tentative_sequence,confidence,notes,candidate_file,component_count,detached_component_count
L-R03-C03,loko,"[134, 136, 182, 186]","[136, 138, 180, 184]",3,3,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L027_row03_slot03.png,1,0
L-R03-C04,loko,"[196, 135, 247, 186]","[198, 137, 245, 184]",3,4,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L028_row03_slot04.png,1,0
L-R03-C05,loko,"[263, 135, 318, 186]","[265, 137, 316, 184]",3,5,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L029_row03_slot05.png,1,0
L-R03-C06,loko,"[334, 135, 390, 184]","[336, 137, 388, 182]",3,6,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L030_row03_slot06.png,1,0
L-R03-C07,loko,"[405, 136, 460, 184]","[407, 138, 458, 182]",3,7,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L031_row03_slot07.png,1,0
L-R03-C08,loko,"[473, 136, 521, 186]","[475, 138, 519, 184]",3,8,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L032_row03_slot08.png,1,0
L-R03-C09,loko,"[537, 136, 592, 183]","[539, 138, 590, 181]",3,9,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L033_row03_slot09.png,1,0
L-R03-C10,loko,"[606, 142, 665, 185]","[608, 144, 663, 183]",3,10,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L034_row03_slot10.png,1,0
L-R03-C11,loko,"[675, 145, 726, 185]","[677, 147, 724, 183]",3,11,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L035_row03_slot11.png,1,0
L-R03-C12,loko,"[736, 145, 786, 185]","[738, 147, 784, 183]",3,12,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L036_row03_slot12.png,1,0
L-R03-C13,loko,"[795, 142, 852, 184]","[797, 144, 850, 182]",3,13,sit/lie transition poses,sitting_sleeping_transition,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L037_row03_slot13.png,1,0
L-R04-C01,loko,"[7, 202, 56, 252]","[9, 204, 54, 250]",4,1,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L038_row04_slot01.png,1,0
L-R04-C02,loko,"[73, 202, 123, 252]","[75, 204, 121, 250]",4,2,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L039_row04_slot02.png,1,0
L-R04-C03,loko,"[136, 203, 188, 252]","[138, 205, 186, 250]",4,3,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L040_row04_slot03.png,1,0
L-R04-C04,loko,"[203, 203, 252, 253]","[205, 205, 250, 251]",4,4,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L041_row04_slot04.png,1,0
L-R04-C05,loko,"[268, 202, 318, 252]","[270, 204, 316, 250]",4,5,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L042_row04_slot05.png,1,0
L-R04-C06,loko,"[335, 202, 386, 253]","[337, 204, 384, 251]",4,6,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L043_row04_slot06.png,1,0
L-R04-C07,loko,"[401, 202, 453, 253]","[403, 204, 451, 251]",4,7,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L044_row04_slot07.png,1,0
L-R04-C08,loko,"[463, 205, 512, 252]","[465, 207, 510, 250]",4,8,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L045_row04_slot08.png,1,0
L-R04-C09,loko,"[523, 214, 573, 253]","[525, 216, 571, 251]",4,9,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L046_row04_slot09.png,1,0
L-R04-C10,loko,"[583, 216, 633, 253]","[585, 218, 631, 251]",4,10,sleep poses,sleeping,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L047_row04_slot10.png,1,0
L-R04-C11,loko,"[650, 200, 712, 253]","[652, 202, 710, 251]",4,11,sleep poses,sleeping,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L048_row04_slot11.png,2,1
L-R04-C12,loko,"[729, 196, 790, 253]","[731, 198, 788, 251]",4,12,sleep poses,sleeping,medium,Composite includes 2 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L049_row04_slot12.png,3,2
L-R04-C13,loko,"[803, 196, 853, 253]","[805, 198, 851, 251]",4,13,sleep poses,sleeping,medium,Composite includes 2 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L050_row04_slot13.png,3,2
L-R05-C01,loko,"[10, 266, 58, 323]","[12, 268, 56, 321]",5,1,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L051_row05_slot01.png,1,0
L-R05-C02,loko,"[82, 275, 137, 324]","[84, 277, 135, 322]",5,2,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L052_row05_slot02.png,1,0
L-R05-C03,loko,"[162, 277, 220, 325]","[164, 279, 218, 323]",5,3,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L053_row05_slot03.png,1,0
L-R05-C04,loko,"[234, 282, 292, 324]","[236, 284, 290, 322]",5,4,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L054_row05_slot04.png,1,0
L-R05-C05,loko,"[302, 284, 358, 325]","[304, 286, 356, 323]",5,5,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L055_row05_slot05.png,1,0
L-R05-C06,loko,"[375, 282, 428, 324]","[377, 284, 426, 322]",5,6,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L056_row05_slot06.png,1,0
L-R05-C07,loko,"[443, 280, 496, 324]","[445, 282, 494, 322]",5,7,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L057_row05_slot07.png,1,0
L-R05-C08,loko,"[512, 281, 559, 324]","[514, 283, 557, 322]",5,8,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L058_row05_slot08.png,1,0
L-R05-C09,loko,"[581, 284, 640, 323]","[583, 286, 638, 321]",5,9,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L059_row05_slot09.png,1,0
L-R05-C10,loko,"[655, 281, 706, 323]","[657, 283, 704, 321]",5,10,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L060_row05_slot10.png,1,0
L-R05-C11,loko,"[725, 281, 777, 322]","[727, 283, 775, 320]",5,11,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L061_row05_slot11.png,1,0
L-R05-C12,loko,"[797, 280, 848, 322]","[799, 282, 846, 320]",5,12,front reaction poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L062_row05_slot12.png,1,0
L-R06-C01,loko,"[9, 338, 54, 390]","[11, 340, 52, 388]",6,1,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L063_row06_slot01.png,1,0
L-R06-C02,loko,"[78, 338, 124, 390]","[80, 340, 122, 388]",6,2,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L064_row06_slot02.png,1,0
L-R06-C03,loko,"[148, 338, 194, 390]","[150, 340, 192, 388]",6,3,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L065_row06_slot03.png,1,0
L-R06-C04,loko,"[214, 338, 265, 389]","[216, 340, 263, 387]",6,4,love/happy poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L066_row06_slot04.png,2,1
L-R06-C05,loko,"[277, 339, 338, 389]","[279, 341, 336, 387]",6,5,love/happy poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L067_row06_slot05.png,2,1
L-R06-C06,loko,"[342, 341, 405, 389]","[344, 343, 403, 387]",6,6,love/happy poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L068_row06_slot06.png,2,1
L-R06-C07,loko,"[419, 341, 479, 389]","[421, 343, 477, 387]",6,7,love/happy poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L069_row06_slot07.png,2,1
L-R06-C08,loko,"[491, 342, 555, 389]","[493, 344, 553, 387]",6,8,love/happy poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L070_row06_slot08.png,2,1
L-R06-C09,loko,"[557, 343, 604, 390]","[559, 345, 602, 388]",6,9,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L071_row06_slot09.png,1,0
L-R06-C10,loko,"[614, 342, 659, 389]","[616, 344, 657, 387]",6,10,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L072_row06_slot10.png,1,0
L-R06-C11,loko,"[673, 342, 719, 389]","[675, 344, 717, 387]",6,11,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L073_row06_slot11.png,1,0
L-R06-C12,loko,"[733, 342, 778, 390]","[735, 344, 776, 388]",6,12,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L074_row06_slot12.png,1,0
L-R06-C13,loko,"[801, 338, 847, 389]","[803, 340, 845, 387]",6,13,love/happy poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L075_row06_slot13.png,1,0
L-R07-C01,loko,"[8, 406, 54, 454]","[10, 408, 52, 452]",7,1,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L076_row07_slot01.png,1,0
L-R07-C02,loko,"[74, 407, 120, 454]","[76, 409, 118, 452]",7,2,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L077_row07_slot02.png,1,0
L-R07-C03,loko,"[141, 407, 186, 454]","[143, 409, 184, 452]",7,3,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L078_row07_slot03.png,1,0
L-R07-C04,loko,"[204, 408, 255, 455]","[206, 410, 253, 453]",7,4,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L079_row07_slot04.png,1,0
L-R07-C05,loko,"[270, 408, 320, 455]","[272, 410, 318, 453]",7,5,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L080_row07_slot05.png,1,0
L-R07-C06,loko,"[337, 407, 393, 456]","[339, 409, 391, 454]",7,6,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L081_row07_slot06.png,1,0
L-R07-C07,loko,"[407, 406, 453, 456]","[409, 408, 451, 454]",7,7,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L082_row07_slot07.png,1,0
L-R07-C08,loko,"[469, 406, 515, 456]","[471, 408, 513, 454]",7,8,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L083_row07_slot08.png,1,0
L-R07-C09,loko,"[531, 407, 585, 456]","[533, 409, 583, 454]",7,9,confused/angry poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L084_row07_slot09.png,2,1
L-R07-C10,loko,"[597, 407, 649, 456]","[599, 409, 647, 454]",7,10,confused/angry poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L085_row07_slot10.png,2,1
L-R07-C11,loko,"[664, 407, 709, 456]","[666, 409, 707, 454]",7,11,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L086_row07_slot11.png,1,0
L-R07-C12,loko,"[728, 408, 780, 457]","[730, 410, 778, 455]",7,12,confused/angry poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L087_row07_slot12.png,2,1
L-R07-C13,loko,"[799, 401, 845, 457]","[801, 403, 843, 455]",7,13,confused/angry poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L088_row07_slot13.png,1,0
L-R08-C01,loko,"[7, 470, 69, 524]","[9, 472, 67, 522]",8,1,surprised/excited poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L089_row08_slot01.png,2,1
L-R08-C02,loko,"[73, 471, 119, 524]","[75, 473, 117, 522]",8,2,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L090_row08_slot02.png,1,0
L-R08-C03,loko,"[122, 473, 185, 524]","[124, 475, 183, 522]",8,3,surprised/excited poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L091_row08_slot03.png,2,1
L-R08-C04,loko,"[201, 473, 253, 523]","[203, 475, 251, 521]",8,4,surprised/excited poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L092_row08_slot04.png,2,1
L-R08-C05,loko,"[263, 472, 309, 522]","[265, 474, 307, 520]",8,5,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L093_row08_slot05.png,1,0
L-R08-C06,loko,"[326, 472, 384, 523]","[328, 474, 382, 521]",8,6,surprised/excited poses,emotions,medium,Composite includes 1 detached component(s). Manual visual review recommended.,characters/loko/detection_candidates/L094_row08_slot06.png,2,1
L-R08-C07,loko,"[399, 471, 444, 523]","[401, 473, 442, 521]",8,7,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L095_row08_slot07.png,1,0
L-R08-C08,loko,"[462, 471, 508, 523]","[464, 473, 506, 521]",8,8,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L096_row08_slot08.png,1,0
L-R08-C09,loko,"[525, 471, 570, 523]","[527, 473, 568, 521]",8,9,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L097_row08_slot09.png,1,0
L-R08-C10,loko,"[588, 471, 634, 524]","[590, 473, 632, 522]",8,10,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L098_row08_slot10.png,1,0
L-R08-C11,loko,"[655, 471, 701, 524]","[657, 473, 699, 522]",8,11,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L099_row08_slot11.png,1,0
L-R08-C12,loko,"[721, 472, 768, 523]","[723, 474, 766, 521]",8,12,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L100_row08_slot12.png,1,0
L-R08-C13,loko,"[795, 472, 840, 523]","[797, 474, 838, 521]",8,13,surprised/excited poses,emotions,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L101_row08_slot13.png,1,0
L-R09-C01,loko,"[5, 538, 60, 587]","[7, 540, 58, 585]",9,1,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L102_row09_slot01.png,1,0
L-R09-C02,loko,"[77, 537, 131, 587]","[79, 539, 129, 585]",9,2,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L103_row09_slot02.png,1,0
L-R09-C03,loko,"[146, 537, 198, 589]","[148, 539, 196, 587]",9,3,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L104_row09_slot03.png,1,0
L-R09-C04,loko,"[212, 537, 264, 589]","[214, 539, 262, 587]",9,4,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L105_row09_slot04.png,1,0
L-R09-C05,loko,"[276, 537, 328, 590]","[278, 539, 326, 588]",9,5,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L106_row09_slot05.png,1,0
L-R09-C06,loko,"[347, 537, 400, 590]","[349, 539, 398, 588]",9,6,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L107_row09_slot06.png,1,0
L-R09-C07,loko,"[415, 537, 468, 590]","[417, 539, 466, 588]",9,7,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L108_row09_slot07.png,1,0
L-R09-C08,loko,"[488, 538, 538, 590]","[490, 540, 536, 588]",9,8,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L109_row09_slot08.png,1,0
L-R09-C09,loko,"[555, 540, 602, 590]","[557, 542, 600, 588]",9,9,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L110_row09_slot09.png,1,0
L-R09-C10,loko,"[617, 541, 664, 591]","[619, 543, 662, 589]",9,10,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L111_row09_slot10.png,1,0
L-R09-C11,loko,"[680, 541, 726, 592]","[682, 543, 724, 590]",9,11,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L112_row09_slot11.png,1,0
L-R09-C12,loko,"[746, 540, 793, 591]","[748, 542, 791, 589]",9,12,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L113_row09_slot12.png,1,0
L-R09-C13,loko,"[808, 543, 856, 590]","[810, 545, 854, 588]",9,13,food/drink activity poses,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L114_row09_slot13.png,1,0
L-R10-C01,loko,"[5, 603, 53, 654]","[7, 605, 51, 652]",10,1,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L115_row10_slot01.png,1,0
L-R10-C02,loko,"[65, 604, 113, 654]","[67, 606, 111, 652]",10,2,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L116_row10_slot02.png,1,0
L-R10-C03,loko,"[132, 605, 181, 655]","[134, 607, 179, 653]",10,3,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L117_row10_slot03.png,1,0
L-R10-C04,loko,"[200, 605, 248, 655]","[202, 607, 246, 653]",10,4,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L118_row10_slot04.png,1,0
L-R10-C05,loko,"[268, 604, 315, 655]","[270, 606, 313, 653]",10,5,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L119_row10_slot05.png,1,0
L-R10-C06,loko,"[338, 603, 387, 655]","[340, 605, 385, 653]",10,6,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L120_row10_slot06.png,1,0
L-R10-C07,loko,"[409, 603, 456, 655]","[411, 605, 454, 653]",10,7,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L121_row10_slot07.png,1,0
L-R10-C08,loko,"[477, 603, 526, 656]","[479, 605, 524, 654]",10,8,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L122_row10_slot08.png,1,0
L-R10-C09,loko,"[552, 605, 606, 657]","[554, 607, 604, 655]",10,9,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L123_row10_slot09.png,1,0
L-R10-C10,loko,"[618, 607, 668, 657]","[620, 609, 666, 655]",10,10,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L124_row10_slot10.png,1,0
L-R10-C11,loko,"[681, 607, 731, 658]","[683, 609, 729, 656]",10,11,food/drink activity continuation,activities,high,Clean composite candidate; final animation ordering not yet assigned.,characters/loko/detection_candidates/L125_row10_slot11.png,1,0
